Disease,OrphaCode,Query,Count
Deletion 5q35,1627,5q-+syndrome%5Bti%5D+OR+(5q*%5Bti%5D+deletion+syndrome%5Btw%5D)+OR+((deletion+OR+monosomy)+5q*%5Btw%5D+(5qter+OR+qter%5Btw%5D+OR+terminal+deletion*%5Btw%5D)),270
Trisomy 12p,1699,(12p*%5Bti%5D+(duplication%5Bti%5D+OR+trisomy%5Bti%5D))+NOT+(mosaic*+OR+monosomy+12p*%5Bti%5D),58
Non-distal trisomy 10q,1695,Trisomy+10q%5Bti%5D+OR+duplication+10q*%5Bti%5D+OR+((%22chromosome+10%22+OR+Pair+10%5Btw%5D)+7q*%5Btw%5D+trisomy),50
Noonan syndrome with multiple lentigines,500,%22leopard+syndrome%22%5BMH%5D+OR+Leopard+syndrome%5BTi%5D,302
Leishmaniasis,507,leishmaniasis%5Bmajr%5D+OR+Leishmaniasis%5Bti%5D,22464
Leprosy,548,leprosy%5Bmajr%5D+OR+Leprosy%5Bti%5D,22222
Duane retraction syndrome,233,(duane+retraction+syndrome%5Bmh%5D+OR+duane+syndrome%5Btw%5D+OR+Duane,1923
Meningioma,2495,meningioma%5Bmajr%5D+OR+Meningioma%5Bti%5D,16409
Familial or sporadic hemiplegic migraine,569,familial+hemiplegic+migraine%5Btw%5D+OR+%28%22classic+migraine%22%5BMeSH+Terms%5D+AND+hemiplegic%5Btw%5D%29,709
Léri-Weill dyschondrosteosis,240,%28Dyschondrosteosis%5Btw%5D+OR+Leri-Weill%5Btw%5D+OR+Langer%5Btw%5D%29+AND+%28%22osteochondrodysplasias%22%5BMH%5D+OR+Dyschondrosteosis%5Btw%5D%29,540
Autosomal recessive spondylocostal dysostosis,2311,%28Spondylocostal%5Bti%5D+OR+spondylothoracic%5Bti%5D+OR+costovertebral%5Bti%5D%29+AND+dysostosis,103
Gitelman syndrome,358,Gitelman+syndrome%5Btw%5D+OR+Gitelman%27s+syndrome%5Btw%5D,808
"46,XY complete gonadal dysgenesis",242,%28gonadal+dysgenesis%5Bmh%5D+OR+Gonadal+dysgenesis%5Bti%5D%29+AND+XY%5Btw%5D+OR+Gonadal+Dysgenesis%2C+46%2CXY,1811
Fraser syndrome,2052,Fraser+syndrome%5Btw%5D+OR+Fraser%27s+syndrome%5Btw%5D,219
Heart defects-limb shortening syndrome,1354,heart+limb+shortening+Reardon,1
Carey-Fineman-Ziter syndrome,1358,Carey+fineman+ziter+syndrome+OR+%28%28myopathies+OR+MYOPATHY%29+%28MOEBIUS%5Bti%5D+OR+mobius%5Bti%5D%29+ROBIN%5Bti%5D%29,15
Barth syndrome,111,Barth+syndrome%5Btw%5D+OR+Barth%27s+syndrome%5Btw%5D+OR+tafazzin*%5Btw%5D+OR+taz+gene%5Btw%5D,774
"48,XXYY syndrome",10,,0
C syndrome,1308,C+syndrome%5Bti%5D+OR+%28trigonocephaly%5Bti%5D+syndrome%29,93
Nasopharyngeal carcinoma,150,nasopharyngeal%5Bti%5D+AND+%28neoplasm*%5Bti%5D+OR+cancer*%5Bti%5D%29+OR+nasopharyngeal+neoplasms%5Bmajr%5D,14996
Chronic beryllium disease,133,%28Chronic%5Bti%5D+AND+berylliosis%5Bti%5D%29+OR+%28berylliosis%5Bmh%5D+AND+Chronic+Disease%5Bmh%5D%29,251
Currarino syndrome,1552,,0
Ring chromosome 8 syndrome,1450,((Chromosome+8%5Bmh%5D+ring+chromosomes%5Bmh%5D)+OR+ring+chromosome+8%5Btw%5D)+NOT+(Translocation%5Bmh%5D+OR+trisomy),29
Ring chromosome 6 syndrome,1448,(Chromosome+6%5Bmh%5D+ring+chromosomes%5Bmh%5D)+OR+ring+chromosome+6%5Btw%5D+OR+ring+6+chromosome%5Btw%5D,54
Non-distal monosomy 10q,1581,,0
Distal monosomy 10p,1580,(((chromosome+10+(chromosome+deletion+OR+monosomy%5Bmh%5D))+OR+deletion%5Bti%5D+OR+monosom*%5Bti%5D+OR+loss%5Bti%5D)+(10p%5Bti%5D+OR+10pter%5Bti%5D)),66
Ring chromosome 1 syndrome,1437,(Chromosome+1%5Bmh%5D+ring+chromosomes%5Bmh%5D)+OR+ring+chromosome+1%5Btw%5D,36
Progressive familial intrahepatic cholestasis,172,"(benign%5Bti%5D+recurrent%5Bti%5D)+intrahepatic+cholestasis%5Btw%5D+OR+(cholestasis,+intrahepatic+(familial+OR+inherited)+progressive)",821
Ring chromosome 4 syndrome,1447,(Chromosome+4%5Bmh%5D+ring+chromosomes%5Bmh%5D)+OR+ring+chromosome+4%5Btw%5D+OR+ring+4+chromosome%5Btw%5D,61
Ring chromosome 20 syndrome,1444,(Chromosome+20%5Bmh%5D+ring+chromosomes%5Bmh%5D)+OR+ring+chromosome+20%5Btw%5D+OR+ring+20+chromosome%5Btw%5D,111
Ring chromosome 12 syndrome,1439,((Chromosome+12%5Bmh%5D+ring+chromosomes%5Bmh%5D)+OR+ring+chromosome+12%5Btw%5D)+NOT+Translocation%5Bmh%5D,32
Ring chromosome 10 syndrome,1438,(Chromosome+10%5Bmh%5D+ring+chromosomes%5Bmh%5D)+OR+ring+chromosome+10%5Btw%5D+OR+ring+10+chromosome%5Btw%5D,28
Nakajo-Nishimura syndrome,2615,%28muscular+atrophy+OR+Amyotrophy%5Bti%5D%29+%28Lipodystrophy%5Bmajr%5D+OR+Lipodystrop*%5Bti%5D+OR+%28lipo%5Bti%5D+muscular+atrophy%5Bti%5D%29%29,22
Familial multiple nevi flammei,624,port-wine+stain%5Bmajr%5D+OR+nev*+flamme*%5Btw%5D+OR+port*wain%5Btw%5D,104
Inverted duplicated chromosome 15 syndrome,3306,(tetrasom*%5Bti%5D+OR+triplicat*%5Bti%5D+OR+inv+dup%5Bti%5D+OR+duplication%5Bti%5D+OR+inversion%5Bti%5D)+15q11*%5Bti%5D,68
Trisomy X,3375,Trisomy+x%5Bti%5D+OR+47xxx%5Bti%5D+OR+triple+x%5Bti%5D+OR+48XXXX%5Bti%5D+OR+Triplo+X%5Bti%5D,158
Tetrasomy 9p,3310,%22Tetrasomy+9p%22,59
Familial male-limited precocious puberty,3000,"LH+receptor+(testotoxicosis+OR+Puberty,+Precocious)+(male+OR+boy+OR+boys)",153
Normokalemic periodic paralysis,680,%28normokalemic[Tw]+OR+normokalaemic[tw]%29+%28periodic+paralyses[tw]+OR+periodic+paralysis[tw]+OR+paralyses%2C+familial+periodic[Majr%3Anoexp]%29,69
Tetraploidy,3305,,0
Spina bifida-hypospadias syndrome,3176,%28Spina+bifida%5Bti%5D+OR+Spinal+Dysraphism%5Bmajr%5D%29+hypospadias%5Bti%5D,2
Mosaic trisomy 16,1708,"(mosaic*%5Bti%5D+(%22Trisomy+16%22+OR+chromosome+16%5Bti%5D))+OR+(Chromosomes,+Human,+Pair+16%5Bmh%5D+trisomy%5Bmh%5D+mosaicism)",123
Mosaic trisomy 17,1711,"(mosaic*%5Bti%5D+(%22Trisomy+17%22+OR+chromosome+17%5Bti%5D))+OR+(Chromosomes,+Human,+Pair+17%5Bmh%5D+trisomy%5Bmh%5D+mosaicism)",65
Triploidy,3376,polyploidy+AND+%28Triploid*%5Bti%5D+OR+3N%29+AND+%28humans+OR+human%29,371
Mosaic trisomy 1,1692,"(mosaic*%5Bti%5D+(%22Trisomy+1+%22+OR+chromosome+1%5Bti%5D))+OR+(Chromosomes,+Human,+Pair+1%5Bmh%5D+trisomy%5Bmh%5D+mosaicism)",38
Mosaic trisomy 12,1698,"(mosaic*%5Bti%5D+(%22Trisomy+12%22+OR+chromosome+12%5Bti%5D))+OR+(Chromosomes,+Human,+Pair+12%5Bmh%5D+trisomy%5Bmh%5D+mosaicism)",54
Mosaic trisomy 15,1706,"(mosaic*%5Bti%5D+(%22Trisomy+15%22+OR+chromosome+15%5Bti%5D))+OR+(Chromosomes,+Human,+Pair+15%5Bmh%5D+trisomy%5Bmh%5D+mosaicism)",68
Aase-Smith syndrome,916,Aase+Smith%5Btw%5D+NOT+%22type+ii%22,23
ABCD syndrome,918,ABCD+syndrome%5Bti%5D+OR+%28albinism+AND+Gastrointestinal+Tract/innervation+AND+deafness%29,2
Ablepharon macrostomia syndrome,920,ablepharon+macrostomia+syndrome,34
Ring chromosome 21 syndrome,1445,(Chromosome+20%5Bmh%5D+ring+chromosomes%5Bmh%5D)+OR+ring+chromosome+20%5Btw%5D+OR+ring+20+chromosome%5Btw%5D,111
3C syndrome,7,3C+syndrome%5Btw%5D+OR+Ritscher+Schinzel%5Btw%5D+OR+Cranio+cerebello+cardiac%5Btw%5D+OR+Craniocerebellocardiac%5Btw%5D,57
Acheiropodia,931,Acheiropod*,32
Achalasia-microcephaly syndrome,929,achalasia+AND+microcephaly,9
Triple A syndrome,869,Triple+A+syndrome%5Btw%5D+OR+Allgrove%5Btw%5D+OR+%28achalasia+AND+alacrima+AND+%28addisonianism+OR+adrenal+insufficiency%29%29,286
Insulin-resistance syndrome type A,2297,,0
Familial nasal acilia,922,nasal+acilia,3
Abruzzo-Erickson syndrome,921,Abruzzo+erickson%5Btw%5D+OR+charge+like%5Btw%5D+OR+%28cleft+palate+AND+coloboma+AND+hypospadias+AND+deafness+AND+short+stature%29,38
Vitamin B12-unresponsive methylmalonic acidemia,27,(methylmalonic+acid*%5Btw%5D)+(unresponsive+OR+nonresponsive+OR+%22mut(0)%22+OR+%22mut0%22+OR+%22mut+0%22)+OR+Methylmalonyl+CoA+Mutase%2Fdf,189
3-hydroxyisobutyric aciduria,939,3+hydroxyisobutyric+AND+%28aciduria+OR+acidosis+OR+ketoacidosis%29,27
Oxoglutaric aciduria,31,%28oxoglutaric[ti]+aciduria[ti]%29+OR+%28ketoglutarate+dehydrogenase[ti]+defic*[ti]%29+OR+ketoglutarate+dehydrogenase+complex/df[majr],83
Short-limb skeletal dysplasia with severe combined immunodeficiency,935,%28immunologic+deficiency+syndromes%5Bmajr%5D%29+%28%28short+limb*%5Btw%5D+dwarfism%29+OR+Achondroplasia%5Bti%5D%29+NOT+cartilage+hair%5Btw%5D,10
Achondrogenesis,932,%28Osteochondrodysplasias%5Bmh%5D+AND+achondrogenesis%5Btw%5D%29+OR+achondrogenesis%5Bti%5D,201
Peripheral dysostosis,1795,peripheral+Dysostosis%5Btw%5D,54
Acrodermatitis enteropathica,37,%28acrodermatitis%5BMH%5D+OR+Acrodermatitis%5Bti%5D%29+%28zinc%5Bmh%5D+OR+zinc%5Bti%5D%29,639
Acrodysostosis,950,Acrodysostosis,124
Acrocraniofacial dysostosis,949,,0
Acalvaria,945,acalvaria+OR+%28Acrania%5Bti%5D+NOT+Amniotic+Band%5Btw%5D%29+OR+%28APLASIA+CUTIS+CONGENITA%5Btw%5D+%28skull%29+Dura+Mater%29,87
Acropectorovertebral dysplasia,957,F+syndrome%5Bti%5D+OR+acropectorovertebral+OR+acro+pectoro+vertebral%5Btw%5D+OR+%28acropectoral%5Btw%5D+AND+vertebral%5Btw%5D%29,8
Acro-renal-mandibular syndrome,958,Acro+AND+%28renal+OR+kidney/ab%29+AND+%28mandibular+OR+mandible%29,12
Acroosteolysis dominant type,955,Acroosteolysis%5Bti%5D+OR+Acro+osteolysis%5Bmajr%5D+OR+Acro+osteolysis%5Bti%5D+OR+Hajdu+Cheney%5Bti%5D,445
Acropectororenal dysplasia,956,%28%28Acro+OR+acral%29+AND+pector*+AND+renal%29+OR+%28%28Kidney+Diseases+OR+Urogenital+Diseases%29+AND+Pectoralis+Muscles/ab%29,10
"Acrofacial dysostosis, Weyers type",952,%28Acrofacial+dysostosis%5Btw%5D+OR+craniofacial+dysostosis%5Bmh%5D%29+AND+%28weyers%5Btw%5D+OR+curry+hall%5Btw%5D%29,29
Non-distal trisomy 13q,1702,(13q*%5Bti%5D+(duplication%5Bti%5D+OR+trisomy%5Bti%5D))+NOT+(distal+OR+terminal+OR+subterminal+OR+pure+OR+qter+OR+13qter),53
Mosaic trisomy 14,1703,"(mosaic*%5Bti%5D+(%22Trisomy+14%22+OR+chromosome+14%5Bti%5D))+OR+(Chromosomes,+Human,+Pair+14%5Bmh%5D+trisomy%5Bmh%5D+mosaicism)",74
Distal trisomy 14q,1705,(Trisomy+14q%5Bti%5D+OR+duplication+14q%5Bti%5D+OR+((chromosome+14)+14q*%5Btw%5D+trisomy))+NOT+(mosaicism+OR+monosomy+14q*%5Bti%5D),129
17p11.2 microduplication syndrome,1713,(trisomy%5Bti%5D+OR+microduplication%5Bti%5D+OR+duplication%5Bti%5D+OR+((chromosome+17)+trisomy%5Bmh%5D))+17p11*%5Bti%5D,57
Trisomy 4p,1738,(Trisomy+4p%5Bti%5D+OR+duplication+4p*%5Bti%5D+OR+((%22chromosome+4%22+OR+Pair+4%5Btw%5D)+4p*%5Btw%5D+trisomy))+NOT+(mosaicism+OR+monosomy+4p*%5Bti%5D),120
Trisomy 5p,1742,%28Duplication%5Bti%5D+OR+trisomy%5Bti%5D+OR+trisomy%5Bmh%5D%29+AND+5p%5Bti%5D+NOT+partial%5Bti%5D,48
Distal trisomy 6p,1745,(6p*%5Bti%5D+(duplication%5Bti%5D+OR+trisomy%5Bti%5D))+(distal+OR+terminal+OR+subterminal+OR+pure+OR+pter+OR+6pter+OR+partial),48
Trisomy 8q,1752,(8q*%5Bti%5D+(duplication%5Bti%5D+OR+trisomy%5Bti%5D))+NOT+(distal+OR+terminal+OR+subterminal+OR+pure+OR+qter+OR+8qter),34
Trisomy Xq28,1762,(duplication%5Bti%5D+OR+gene+duplication)+(Xq28+OR+MeCP2+Protein),238
TRIM32-related  limb-girdle muscular dystrophy R8,1878,%28%28muscular+dystroph*%5BTw%5D+OR+muscular+dystrophies%5BMH%5D%29+%28IIh%5Btw%5D+OR+2h%5Btw%5D%29%29+OR+LGMD2h%5Btw%5D,50
Muscular dystrophy-white matter spongiosis syndrome,1877,,0
Oculogastrointestinal muscular dystrophy,1876,(intestinal+pseudo-obst*%5Btw%5D+OR+visceral+myopathy%5Bti%5D+OR+muscular+dystroph*%5Btw%5D)+(ophthalmopleg*%5Bti%5D+OR+oculogastrointest*%5Bti%5D),33
Epilepsy-microcephaly-skeletal dysplasia syndrome,1948,mental+retardation+microcephaly+epilepsy+coarse+face+skeletal,1
Amelocerebrohypohidrotic syndrome,1946,%28epilepsy[mh]+OR+epilepsy[ti]+OR+seizure*[ti]%29+%28amelogenesis+imperfecta[mh]+OR+amelogenesis+imperfecta[ti]%29+OR+Kohlschutter[ti],25
Fanconi syndrome-ichthyosis-dysmorphism syndrome,1981,Fanconi+ichthyosis,10
Epilepsy-telangiectasia syndrome,1951,,0
Griscelli syndrome,381,Griscelli+disease%5Bti%5D+OR+Griscelli+syndrome%5Bti%5D+OR+%28Griscelli+AND+albinism%5Bmh%5D%29,205
Familial visceral myopathy,2604,(congenital+OR+genetic+OR+genetics+OR+Familial)+(visceral+myopath*%5BTW%5D+OR+intestinal+myopathy%5Btw%5D)+OR+intestinal+pseudo-obstruction%2Fcn,195
Carnitine palmitoyl transferase 1A deficiency,156,,0
Mitochondrial myopathy-lactic acidosis-deafness syndrome,2597,"((mitochondrial+myopath*%5Btw%5D+lactic+acidosis%5Btw%5D)+NOT+melas%5Btw%5D)+OR+(mitochondrial+myopathies%5Bmh%3Anoexp%5D+acidosis,+lactic)",253
Mitochondrial myopathy and sideroblastic anemia,2598,%28myopath*%5Bti%5D+OR+Myopathies%2C+Structural%2C+Congenital%5Bmh%5D%29+AND+acidosis+AND+anemia,20
Thumb stiffness-brachydactyly-intellectual disability syndrome,1078,ankylosed+thumb+mental+retardation,1
Dental ankylosis,1077,,0
Ankyloblepharon filiforme adnatum-imperforate anus syndrome,1074,,0
Ankyloblepharon filiforme adnatum-cleft palate syndrome,1072,,0
Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,1071,Ankyloblepharon+AND+ectodermal+dysplasia+AND+%28cleft+lip+OR+cleft+palate%29,105
Aniridia-absent patella syndrome,1069,,0
Aniridia-intellectual disability syndrome,1068,,0
Aniridia-ptosis-intellectual disability-familial obesity syndrome,1067,,0
Aniridia-renal agenesis-psychomotor retardation syndrome,1064,,0
Hereditary neurocutaneous malformation,1062,,0
Systemic cystic angiomatosis-Seip syndrome,1060,,0
Vein of Galen aneurysmal malformation,1053,Vein+of+Galen%5Btw%5D+AND+aneurysm,402
Congenital left ventricular aneurysm,1055,,0
Mosaic variegated aneuploidy syndrome,1052,(mosaic+OR+mosaicism)+variegated+aneuploidy,111
Metaphyseal anadysplasia,1040,Metaphyseal%5BAll+Fields%5D+AND+anadysplasia%5BAll+Fields%5D,11
Hydrops fetalis,1041,Hydrops+Fetalis%5Bti%5D+OR+%09Hydrops+Fetalis%5Bmh%5D,2627
Aprosencephaly cerebellar dysgenesis,1126,,0
"Ocular motor apraxia, Cogan type",1125,%28congenital+ocular+motor+apraxia+OR+oculomotor+apraxia%29+AND+cogan,523
Radial deficiency-tibial hypoplasia syndrome,1121,,0
Lung agenesis-heart defect-thumb anomalies syndrome,1120,,0
Ulnar hypoplasia-split foot syndrome,1122,,0
Aplasia cutis congenita-intestinal lymphangiectasia syndrome,1116,,0
Fibular aplasia-ectrodactyly syndrome,1118,(fibula%2Fab+OR+fibular)+(hypoplas*+OR+aplas*+OR+absen*+OR+agenesis)+(ectrodactyly+OR+split+hand+OR+split+foot+OR+brachydactyl*),52
Aplasia cutis-myopia syndrome,1117,,0
Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome,1110,,0
Aphalangy-syndactyly-microcephaly syndrome,1113,,0
Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome,1112,%28finger+phalanges/ab+OR+Aphalang*%29+AND+%28spine/ab+OR+hemivertebra*%29,4
Microphthalmia with limb anomalies,1106,Ophthalmo+acromelic+syndrome+OR+%28waardenburg%5Btw%5D+AND+anophthalmia%29+OR+%28anophthalmia+AND+syndactyly%29,64
Antley-Bixler syndrome,83,%28multisynostotic+osteodysgenesis+OR+%28Antley%5BTI%5D+AND+bixler%5BTI%5D%29%29+NOT+steroidogenesis,109
Anophthalmia-hypothalamo-pituitary insufficiency syndrome,1102,%28Anophthalmi*+OR+anophthalmos+OR+microphthalmia%29+AND+%28Hypothalamic+Diseases%29,41
Anophthalmia plus syndrome,1104,,0
Anonychia-microcephaly syndrome,1094,,0
Renal-genital-middle ear anomalies,1092,,0
PAGOD syndrome,991,,0
Agnathia-holoprosencephaly-situs inversus syndrome,990,Agnathia+AND+holoprosencephaly%5Bti%5D+OR+dysgnathia+complex%5Btw%5D,38
Hypoglossia-hypodactyly syndrome,989,%28adactylia%5Bti%5D+OR+adactyly%5Bti%5D%29+AND+agloss*,26
Fetal akinesia deformation sequence,994,,0
Aicardi-Goutières syndrome,51,Aicardi+Goutieres%5Btw%5D+OR+%28encephalopathy+AND+calcification*+AND+lymphocytosis%29,543
Internal carotid absence,981,,0
ADULT syndrome,978,%28Adult+syndrome%5Btw%5D+OR+Acro+dermato+ungual+lacrimal+tooth%5Btw%5D%29+AND+%28ectrodactyl*+OR+Ectodermal+Dysplasia+OR+TP63%29,34
Adrenomyodystrophy,977,,0
Tibial hemimelia-polysyndactyly-triphalangeal thumb syndrome,988,,0
Testicular regression syndrome,983,,0
Hereditary sensory and autonomic neuropathy type 2,970,(hereditary+sensory+and+autonomic+neuropathies[mh]+OR+(hereditary[ti]+sensory[ti]+autonom*[ti]+neuropath*[tw])+OR+hsan*)+(type+2[tw]+OR+type+II*),175
Acrorenal syndrome,971,Acrorenal+syndrome%5Bti%5D+OR+acro+renal+syndrome%5Bti%5D,15
"Acromesomelic dysplasia, Maroteaux type",40,%28acromesomelic+OR+dwarfism+%29+AND+maroteaux%5Btw%5D+NOT+%28Mucopolysaccharidoses+OR+mucopolysaccharidos*%29,58
Acromicric dysplasia,969,Acromicric,55
Adams-Oliver syndrome,974,Adams+oliver%5Btw%5D+OR+%28%28cutis+marmorata+telangiectatica%5Btw%5D+OR+aplasia+cutis+congenita%5Btw%5D%29+Limb+Deformities%2C+Congenital%29,253
Hereditary continuous muscle fiber activity,972,isaacs+syndrome/ge+OR+Myokymia/ge+OR+%28%28isaacs%5Btw%5D+OR+neuromyotonia%29%28Neuromuscular+Diseases/ge+OR+Potassium+Channels/ge%29%29,108
"Congenital absence/hypoplasia of fingers excluding thumb, unilateral",973,%28adactylia%5Bti%5D+OR+adactyly%5Bti%5D+OR+aphalangia%5Bti%5D%29+AND+humans+NOT+%28transplantation+OR+toes+OR+agloss*%29,13
Acromegaly-cutis verticis gyrata-corneal leukoma syndrome,964,%28Acromegaly+OR+acromegaloid%5Bti%5D%29+%28cutis+verticis+gyrata+OR+scalp%29+%28corneal+leukoma+OR+Corneal+Opacity%29,4
Acro-renal-ocular syndrome,959,acro+renal+ocu*%5Btw%5D+OR+acro+reno+ocu*%5Btw%5D+OR+%28okihiro+syndrome+%28Radial+ray%5Btw%5D+OR+Upper+Limb+Deformities%2C+Congenital%29%29,52
"Acromesomelic dysplasia, Hunter-Thompson type",968,acromesomelic+AND+hunter+thompson%5Btw%5D,10
Acromegaloid facial appearance syndrome,965,Acromegaloid%5Bti%5D+AND+%28facial%5Bti%5D+OR+feature*%5Bti%5D+OR+syndrome%5Bti%5D+OR+manifestation*%5Bti%5D%29,25
Hypertrichosis-acromegaloid facial appearance syndrome,966,Acromegaloid+AND+hypertrichosis,12
Carney triad,139411,,0
Congenital panfollicular nevus,139414,,0
Amelo-onycho-hypohidrotic syndrome,1028,,0
Acute transverse myelitis,139417,,0
Enamel-renal syndrome,1031,((Amelogenesis+imperfecta)+nephrocalcinosis)+OR+%22enamel+renal+syndrome%22,60
Idiopathic acute transverse myelitis,139423,,0
Perioral myoclonia with absences,139426,,0
Jeavons syndrome,139431,,0
Beta-mercaptolactate cysteine disulfiduria,1035,disulfiduria,12
Multicentric reticulohistiocytosis,139436,,0
Amaurosis-hypertrichosis syndrome,1021,amaurosis+hypertrichosis,5
Alström syndrome,64,%28Alstrom%5Btw%5D+AND+syndrome%5Ball%5D%29+OR+Alstrom%5Bti%5D,337
"Congenital generalized hypertrichosis, Ambras type",1023,,0
X-linked cerebral adrenoleukodystrophy,139396,,0
Adrenomyeloneuropathy,139399,,0
Drug rash with eosinophilia and systemic symptoms,139402,,0
Autosomal recessive amelia,1027,%28Amelia%5Bti%5D+NOT+medline%5Bsb%5D%29+OR+%28amelia%5Btw%5D+AND+%28ectromelia/ge+OR+ectromelia/cn%29%29,39
Encephalopathy due to prosaposin deficiency,139406,,0
Alopecia-epilepsy-pyorrhea-intellectual disability syndrome,1008,,0
Alopecia universalis,701,%28%22alopecia%22%5BMeSH+Terms%5D+OR+alopecia%5BTitle/Abstract%5D%29+AND+universalis%5BTitle/Abstract%5D,565
Autosomal dominant palmoplantar keratoderma and congenital alopecia,1010,,0
Alopecia-hypogonadism-extrapyramidal syndrome,1011,,0
Alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome,1014,,0
2q37 microdeletion syndrome,1001,,0
Albright hereditary osteodystrophy,665,,0
Allan-Herndon-Dudley syndrome,59,Allan+Herndon%5Btw%5D,140
Scalp defects-postaxial polydactyly syndrome,1003,scalp+defects+postaxial+polydactyly,8
Alopecia-contractures-dwarfism-intellectual disability syndrome,1005,,0
Ascher syndrome,1253,,0
Blepharofacioskeletal syndrome,1251,,0
Blepharonasofacial malformation syndrome,1252,,0
Maxillonasal dysplasia,1248,Maxillo+nasal%5Btw%5D+dysplasia+OR+Binder+syndrome%5Btw%5D+OR+%28Binder%5Btw%5D+AND+Maxillofacial+Abnormalities%29,78
Borjeson-Forssman-Lehmann syndrome,127,Borjeson+Forssman+Lehmann,76
Tricho-retino-dento-digital syndrome,1264,,0
Böök syndrome,1262,,0
Boomerang dysplasia,1263,Boomerang+dysplasia,27
Blepharoptosis-myopia-ectopia lentis syndrome,1259,,0
Bonnemann-Meinecke-Reich syndrome,1261,%28encephalopath*%5Bti%5D+AND+calcification*%5Bti%5D+AND+%28basal+ganglia%5Bti%5D+OR+intracerebr*%5Bti%5D%29+NOT+lymphocytos*%29,4
Bartsocas-Papas syndrome,1234,Bartsocas+papas%5Btw%5D+OR+%28Popliteal+pterygium%5Bti%5D+AND+lethal%5Btw%5D%29,45
Barber-Say syndrome,1231,Barber+say+syndrome%5Btw%5D+OR+%28%28hirsut*+OR+Hypertricho*%29+%28atrophic+skin+OR+Skin+Abnormalities%5Bmh%5D%29+ectropion+macrostom*%29,26
Congenital intrauterine infection-like syndrome,1229,(infection+like%5Bti%5D+OR+Intrauterine+infection%5Bti%5D)+(intracranial+calcification+OR+brain+calcinosis),13
Bannayan-Riley-Ruvalcaba syndrome,109,%28bannayan+AND+riley+AND+ruvalcaba%29+OR+bannayan+riley+ruvalcaba+OR+ruvalcaba+myhre+smith,190
Banki syndrome,1228,%28Synostosis[ti]+OR+synostoses[mh]+OR+syndactyly[mh]+OR+syndactyly[Ti]%29+%28carpal+bones/ab+OR+carpal+bones[Ti]+OR+wrist+bones[ti]%29+fingers/ab,14
Bencze syndrome,1241,,0
Metaphyseal acroscyphodysplasia,1240,,0
Beemer-Ertbruggen syndrome,1237,Beemer+von+Ertbruggen+OR+%28hydrocephalus+AND+heart+defects%2C+congenital+AND+dense+bone*%29,1
Auriculoosteodysplasia,114,,0
Congenital contractural arachnodactyly,115,Beals+Hecht%5Btw%5D+OR+Beals+syndrome%5Btw%5D+OR+Congenital+contractural+arachnodactyly%5Btw%5D,167
Severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome,1236,%22Bd+syndrome%22%5BAll+Fields%5D,6
Intractable diarrhea-choanal atresia-eye anomalies syndrome,137622,,0
Nephrogenic systemic fibrosis,137617,,0
Brachymorphism-onychodysplasia-dysphalangism syndrome,1292,%28hand+deformities%2C+congenital+OR+Brachymorphism%29+%28Nails%2C+Malformed+OR+onychodysplasia%29+%28dysphalangism+OR+Finger+Phalanges/ab%29,5
Cardiac anomalies-heterotaxy syndrome,137628,,0
Glycogen storage disease due to muscle and heart glycogen synthase deficiency,137625,,0
Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome,137608,,0
Microcephaly-intellectual disability-phalangeal and neurological anomalies syndrome,137658,,0
Branchioskeletogenital syndrome,1299,skeleto+genital,5
Microcephaly-digital anomalies-intellectual disability syndrome,137653,,0
Pellucid marginal degeneration,137672,,0
Autosomal dominant popliteal pterygium syndrome,1300,Pterygium+popliteal+syndrome,167
Capillary malformation-arteriovenous malformation,137667,,0
Bronchiectasis-oligospermia syndrome,1301,,0
Overgrowth-macrocephaly-facial dysmorphism syndrome,137634,,0
Brachytelephalangy-dysmorphism-Kallmann syndrome,1295,,0
"Lung fibrosis-immunodeficiency-46,XX gonadal dysgenesis syndrome",137631,,0
Lambert syndrome,1296,,0
Branchio-oculo-facial syndrome,1297,Branchio+oculo+facial%5Btw%5D,76
Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome,137639,,0
Neonatal hypoxic and ischemic brain injury,137577,,0
Vulvar intraepithelial neoplasia,137583,,0
Brachydactyly-arterial hypertension syndrome,1276,%28Brachydactyly%5Bti%5D+OR+Hand+Deformities%2C+Congenital%29+%28hypertension%5Bti%5D+OR+hypertension+%5Bmh%5D%29+OR+Bilginturan%5Btw%5D,50
Brachydactyly-elbow wrist dysplasia syndrome,1275,,0
"Dermato-cardio-skeletal syndrome, Borrone type",1266,Dermatocardioskeletal+OR+%28dermato+cardio+skeletal%29+OR+%28borrone+Crovato+Camera%29,5
Bowen syndrome,1271,,0
Bowen-Conradi syndrome,1270,Bowen+Conradi+OR+bowen+hutterite,32
Legius syndrome,137605,,0
Infectious epithelial keratitis,137593,,0
Neurotrophic keratopathy,137596,,0
Brachydactyly-preaxial hallux varus syndrome,1278,,0
